# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
5

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,PropGeom,0,KUFXXSEKEB,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,17,33
# x,y,z,u,w
-1.500885307676239622e-01, 1.574500503487179959e+00, -1.722420812753690245e-01, 1.143625125871795323e+00, 2.525701494376627387e+00
-1.203405499914940169e-01, 1.574500503487180181e+00, -1.146160229343203274e-01, 1.143625125871795323e+00, 2.668000000000000149e+00
-8.497163721554887306e-02, 1.574500503487180181e+00, -5.117365223901378102e-02, 1.143625125871795323e+00, 2.827376045627056467e+00
-4.481568886612805058e-02, 1.574500503487180181e+00, 1.661127573138065569e-02, 1.143625125871795323e+00, 3.000246694039366613e+00
-1.259352919899063864e-03, 1.574500503487180181e+00, 8.672440296628967926e-02, 1.143625125871795323e+00, 3.181354104697857288e+00
4.392593547129951953e-02, 1.574500503487180181e+00, 1.568074456234783143e-01, 1.143625125871795323e+00, 3.364316639091839534e+00
8.885506697974999979e-02, 1.574500503487180181e+00, 2.244494501526035912e-01, 1.143625125871795323e+00, 3.542488986756708869e+00
1.318004482039739911e-01, 1.574500503487180403e+00, 2.875144414436551221e-01, 1.143625125871795323e+00, 3.709898749263383699e+00
1.714052672474573047e-01, 1.574500503487180403e+00, 3.444037536009101341e-01, 1.143625125871795323e+00, 3.861990811880665397e+00
2.067825123291719969e-01, 1.574500503487180181e+00, 3.941907356701702669e-01, 1.143625125871795323e+00, 4.000000000000000000e+00
1.816117531907948390e-01, 1.910664685227491111e+00, 3.709612113254475707e-01, 1.227666171306873055e+00, 0.000000000000000000e+00
1.637527723476580599e-01, 1.910664685227491111e+00, 3.171775075644428510e-01, 1.227666171306873055e+00, 1.380091881193345749e-01
1.428968598789930045e-01, 1.910664685227491777e+00, 2.563343962907661533e-01, 1.227666171306873055e+00, 2.901012507366162452e-01
1.192510564441396637e-01, 1.910664685227491111e+00, 1.896039774438742220e-01, 1.227666171306873055e+00, 4.575110132432909094e-01
9.326810860586356999e-02, 1.910664685227491111e+00, 1.188783480901111494e-01, 1.227666171306873055e+00, 6.356833609081605774e-01
6.559837015646698133e-02, 1.910664685227491333e+00, 4.662230348628446097e-02, 1.227666171306873055e+00, 8.186458953021423790e-01
3.701211620713374534e-02, 1.910664685227491111e+00, -2.443074979477908790e-02, 1.227666171306873055e+00, 9.997533059606336092e-01
8.303869551650093841e-03, 1.910664685227490889e+00, -9.166218220541043349e-02, 1.227666171306873055e+00, 1.172623954372943311e+00
-1.977978668359028566e-02, 1.910664685227491333e+00, -1.529291216919756446e-01, 1.227666171306873055e+00, 1.331999999999999851e+00
-4.659325774450357588e-02, 1.910664685227491111e+00, -2.067991227684929378e-01, 1.227666171306873055e+00, 1.474298505623372391e+00
-7.164343558557106917e-02, 1.910664685227491111e+00, -2.526030820940450283e-01, 1.227666171306873055e+00, 1.597757860725375290e+00
-9.461876256447218636e-02, 1.910664685227491333e+00, -2.903372165856114018e-01, 1.227666171306873055e+00, 1.702235279189071804e+00
-1.154206005947732427e-01, 1.910664685227490889e+00, -3.204531287588909261e-01, 1.227666171306873055e+00, 1.788800324048519741e+00
-1.341624924256554774e-01, 1.910664685227491111e+00, -3.436147036697128065e-01, 1.227666171306873055e+00, 1.859276813366963266e+00
-1.511948472142036759e-01, 1.910664685227491333e+00, -3.603807844469620325e-01, 1.227666171306873055e+00, 1.915839938078299554e+00
-1.671378911196274297e-01, 1.910664685227491111e+00, -3.705384146624333130e-01, 1.227666171306873055e+00, 1.960717515824380142e+00
-1.816117531907948390e-01, 1.910664685227491111e+00, -3.709612113254475707e-01, 1.227666171306873055e+00, 2.000000000000000000e+00
-1.901549259837022610e-01, 1.910664685227491111e+00, -3.592699479675392493e-01, 1.227666171306873055e+00, 2.039282484175619636e+00
-1.919102716362876826e-01, 1.910664685227491111e+00, -3.404477041532519843e-01, 1.227666171306873055e+00, 2.084160061921700446e+00
-1.891141323329224022e-01, 1.910664685227491111e+00, -3.167119888855713383e-01, 1.227666171306873055e+00, 2.140723186633036512e+00
-1.823151056165280282e-01, 1.910664685227490889e+00, -2.877035367128017440e-01, 1.227666171306873055e+00, 2.211199675951480259e+00
-1.712867121767909229e-01, 1.910664685227491111e+00, -2.528028396863040150e-01, 1.227666171306873055e+00, 2.297764720810928196e+00
-1.555742273120858388e-01, 1.910664685227491111e+00, -2.115130226301962513e-01, 1.227666171306873055e+00, 2.402242139274624932e+00
-1.347604682887009742e-01, 1.910664685227491333e+00, -1.636350422364046542e-01, 1.227666171306873055e+00, 2.525701494376627387e+00
-1.086573323931195878e-01, 1.910664685227491111e+00, -1.094172762407214783e-01, 1.227666171306873055e+00, 2.668000000000000149e+00
-7.749087225154417669e-02, 1.910664685227490889e+00, -4.965958733098220501e-02, 1.227666171306873055e+00, 2.827376045627056467e+00
-4.199652457227712188e-02, 1.910664685227491111e+00, 1.424956860803952563e-02, 1.227666171306873055e+00, 3.000246694039366613e+00
-3.408911944464541443e-03, 1.910664685227491111e+00, 8.040624086760482514e-02, 1.227666171306873055e+00, 3.181354104697857288e+00
3.669099630532794004e-02, 1.910664685227491111e+00, 1.465768654257373349e-01, 1.227666171306873055e+00, 3.364316639091839534e+00
7.661665363731605394e-02, 1.910664685227491111e+00, 2.104765333974318586e-01, 1.227666171306873055e+00, 3.542488986756708869e+00
1.148201823273549554e-01, 1.910664685227491111e+00, 2.700799159792177107e-01, 1.227666171306873055e+00, 3.709898749263383699e+00
1.500848097077188970e-01, 1.910664685227491777e+00, 3.238689420912904682e-01, 1.227666171306873055e+00, 3.861990811880665397e+00
1.816117531907948390e-01, 1.910664685227491111e+00, 3.709612113254475707e-01, 1.227666171306873055e+00, 4.000000000000000000e+00
1.564251894989123759e-01, 2.268440483751327008e+00, 3.450636371000798119e-01, 1.317110120937831752e+00, 0.000000000000000000e+00
1.415136219904908621e-01, 2.268440483751327008e+00, 2.952651101169950776e-01, 1.317110120937831752e+00, 1.380091881193345749e-01
1.240462563411854208e-01, 2.268440483751327008e+00, 2.389124956940520961e-01, 1.317110120937831752e+00, 2.901012507366162452e-01
1.041810430059687403e-01, 2.268440483751327008e+00, 1.770860910175647840e-01, 1.317110120937831752e+00, 4.575110132432909094e-01
8.228145288115806810e-02, 2.268440483751327008e+00, 1.115331026141130333e-01, 1.317110120937831752e+00, 6.356833609081605774e-01
5.887759605837181165e-02, 2.268440483751327008e+00, 4.453071423499903314e-02, 1.317110120937831752e+00, 8.186458953021423790e-01
3.459986512061511560e-02, 2.268440483751327008e+00, -2.139320302517066022e-02, 1.317110120937831752e+00, 9.997533059606336092e-01
1.010657980358877460e-02, 2.268440483751327008e+00, -8.381663103868264297e-02, 1.317110120937831752e+00, 1.172623954372943311e+00
-1.397645609852092401e-02, 2.268440483751327008e+00, -1.407542738773297220e-01, 1.317110120937831752e+00, 1.331999999999999851e+00
-3.709544217392763549e-02, 2.268440483751327008e+00, -1.908756596646178638e-01, 1.317110120937831752e+00, 1.474298505623372391e+00
-5.881745050544115450e-02, 2.268440483751327008e+00, -2.335533687125355140e-01, 1.317110120937831752e+00, 1.597757860725375290e+00
-7.885632441646528434e-02, 2.268440483751327008e+00, -2.687758721766024816e-01, 1.317110120937831752e+00, 1.702235279189071804e+00
-9.711007802974623571e-02, 2.268440483751327008e+00, -2.969538864353301055e-01, 1.317110120937831752e+00, 1.788800324048519741e+00
-1.136640607003404357e-01, 2.268440483751327008e+00, -3.186998312415509349e-01, 1.317110120937831752e+00, 1.859276813366963266e+00
-1.288245425402656241e-01, 2.268440483751327008e+00, -3.345354415272643323e-01, 1.317110120937831752e+00, 1.915839938078299554e+00
-1.431660597053485140e-01, 2.268440483751327008e+00, -3.442825256716715021e-01, 1.317110120937831752e+00, 1.960717515824380142e+00
-1.564251894989123759e-01, 2.268440483751327008e+00, -3.450636371000798119e-01, 1.317110120937831752e+00, 2.000000000000000000e+00
-1.645762802426787574e-01, 2.268440483751327008e+00, -3.345767883103696327e-01, 1.317110120937831752e+00, 2.039282484175619636e+00
-1.666975384444979724e-01, 2.268440483751327452e+00, -3.173667516850112169e-01, 1.317110120937831752e+00, 2.084160061921700446e+00
-1.647794122576224096e-01, 2.268440483751327008e+00, -2.955280806020232354e-01, 1.317110120937831752e+00, 2.140723186633036512e+00
-1.593345854716500531e-01, 2.268440483751327008e+00, -2.687461147569575326e-01, 1.317110120937831752e+00, 2.211199675951480259e+00
-1.501725151727083540e-01, 2.268440483751327008e+00, -2.364466219920906831e-01, 1.317110120937831752e+00, 2.297764720810928196e+00
-1.368888589806316614e-01, 2.268440483751327008e+00, -1.981618247996172755e-01, 1.317110120937831752e+00, 2.402242139274624932e+00
-1.191075037418918847e-01, 2.268440483751327008e+00, -1.536977181196426401e-01, 1.317110120937831752e+00, 2.525701494376627387e+00
-9.664852179530941667e-02, 2.268440483751327008e+00, -1.032771156146405356e-01, 1.317110120937831752e+00, 2.668000000000000149e+00
-6.969847878516584327e-02, 2.268440483751327008e+00, -4.763915780984804421e-02, 1.317110120937831752e+00, 2.827376045627056467e+00
-3.889301801080639887e-02, 2.268440483751327896e+00, 1.192279128610451190e-02, 1.317110120937831752e+00, 3.000246694039366613e+00
-5.312803202460881016e-03, 2.268440483751327008e+00, 7.362968117562318504e-02, 1.317110120937831752e+00, 3.181354104697857288e+00
2.965445477645341221e-02, 2.268440483751327008e+00, 1.353901169911451707e-01, 1.317110120937831752e+00, 3.364316639091839534e+00
6.452303659190775087e-02, 2.268440483751327008e+00, 1.950639666946515915e-01, 1.317110120937831752e+00, 3.542488986756708869e+00
9.792967008399107443e-02, 2.268440483751327008e+00, 2.507517378369781280e-01, 1.317110120937831752e+00, 3.709898749263383699e+00
1.287998482688835211e-01, 2.268440483751327008e+00, 3.010285527108362835e-01, 1.317110120937831752e+00, 3.861990811880665397e+00
1.564251894989123759e-01, 2.268440483751327008e+00, 3.450636371000798119e-01, 1.317110120937831752e+00, 4.000000000000000000e+00
1.323474059947193360e-01, 2.635835131128802189e+00, 3.172811303166612751e-01, 1.408958782782200103e+00, 0.000000000000000000e+00
1.201977708814273293e-01, 2.635835131128802189e+00, 2.717036398648891571e-01, 1.408958782782200103e+00, 1.380091881193345749e-01
1.059110309886411583e-01, 2.635835131128802189e+00, 2.201112240084172611e-01, 1.408958782782200103e+00, 2.901012507366162452e-01
8.960062033749034704e-02, 2.635835131128802189e+00, 1.634880418445773809e-01, 1.408958782782200103e+00, 4.575110132432909094e-01
7.154796351974469781e-02, 2.635835131128802633e+00, 1.034287937917903327e-01, 1.408958782782200103e+00, 6.356833609081605774e-01
5.217099164583728632e-02, 2.635835131128802189e+00, 4.201345471560043870e-02, 1.408958782782200103e+00, 8.186458953021423790e-01
3.197166874526530950e-02, 2.635835131128802189e+00, -1.844786586272406659e-02, 1.408958782782200103e+00, 9.997533059606336092e-01
1.148020037225079559e-02, 2.635835131128802189e+00, -7.574028668559765198e-02, 1.408958782782200103e+00, 1.172623954372943311e+00
-8.790933598858338693e-03, 2.635835131128802189e+00, -1.280457729394468003e-01, 1.408958782782200103e+00, 1.331999999999999851e+00
-2.837522410972434170e-02, 2.635835131128802189e+00, -1.741428284375902413e-01, 1.408958782782200103e+00, 1.474298505623372391e+00
-4.689830770843050889e-02, 2.635835131128802189e+00, -2.134499511516677606e-01, 1.408958782782200103e+00, 1.597757860725375290e+00
-6.410064721997781045e-02, 2.635835131128802189e+00, -2.459489476922633033e-01, 1.408958782782200103e+00, 1.702235279189071804e+00
-7.987840264855608496e-02, 2.635835131128802189e+00, -2.720095145432738226e-01, 1.408958782782200103e+00, 1.788800324048519741e+00
-9.429207732565110522e-02, 2.635835131128802189e+00, -2.921894523884618344e-01, 1.408958782782200103e+00, 1.859276813366963266e+00
-1.076050462880296932e-01, 2.635835131128802633e+00, -3.069704174914729133e-01, 1.408958782782200103e+00, 1.915839938078299554e+00
-1.203433676947153752e-01, 2.635835131128802189e+00, -3.162068424857050752e-01, 1.408958782782200103e+00, 1.960717515824380142e+00
-1.323474059947193360e-01, 2.635835131128802189e+00, -3.172811303166612751e-01, 1.408958782782200103e+00, 2.000000000000000000e+00
-1.400298101978682264e-01, 2.635835131128802189e+00, -3.079950429541935542e-01, 1.408958782782200103e+00, 2.039282484175619636e+00
-1.424287299713033195e-01, 2.635835131128802633e+00, -2.924444222075363031e-01, 1.408958782782200103e+00, 2.084160061921700446e+00
-1.412919196009013723e-01, 2.635835131128802189e+00, -2.725844188301084769e-01, 1.408958782782200103e+00, 2.140723186633036512e+00
-1.370929569651939961e-01, 2.635835131128802189e+00, -2.481436298628623138e-01, 1.408958782782200103e+00, 2.211199675951480259e+00
-1.296748752179768815e-01, 2.635835131128802189e+00, -2.185959848262399308e-01, 1.408958782782200103e+00, 2.297764720810928196e+00
-1.186838627863129880e-01, 2.635835131128802633e+00, -1.835060588282674265e-01, 1.408958782782200103e+00, 2.402242139274624932e+00
-1.037841464294794458e-01, 2.635835131128802633e+00, -1.426875137993462717e-01, 1.408958782782200103e+00, 2.525701494376627387e+00
-8.480604603400598851e-02, 2.635835131128802633e+00, -9.633758105784923087e-02, 1.408958782782200103e+00, 2.668000000000000149e+00
-6.189940174546846446e-02, 2.635835131128802189e+00, -4.513144897982314385e-02, 1.408958782782200103e+00, 2.827376045627056467e+00
-3.560399708302000588e-02, 2.635835131128802189e+00, 9.739956311931240521e-03, 1.408958782782200103e+00, 3.000246694039366613e+00
-6.851171929885609135e-03, 2.635835131128802189e+00, 6.663335643382389817e-02, 1.408958782782200103e+00, 3.181354104697857288e+00
2.315818363983618289e-02, 2.635835131128802189e+00, 1.236136117082224234e-01, 1.408958782782200103e+00, 3.364316639091839534e+00
5.313564475529283793e-02, 2.635835131128802189e+00, 1.786986688464039519e-01, 1.408958782782200103e+00, 3.542488986756708869e+00
8.189719957675026252e-02, 2.635835131128802189e+00, 2.301281080638493681e-01, 1.408958782782200103e+00, 3.709898749263383699e+00
1.085076358939151830e-01, 2.635835131128802633e+00, 2.765799432233045918e-01, 1.408958782782200103e+00, 3.861990811880665397e+00
1.323474059947193360e-01, 2.635835131128802189e+00, 3.172811303166612751e-01, 1.408958782782200103e+00, 4.000000000000000000e+00
1.103382641474780212e-01, 2.999504630443041719e+00, 2.886792442491161736e-01, 1.499876157610759986e+00, 0.000000000000000000e+00
1.006542022970750572e-01, 2.999504630443041719e+00, 2.473960885118569042e-01, 1.499876157610759986e+00, 1.380091881193345749e-01
8.921255575265985005e-02, 2.999504630443041719e+00, 2.006502963369648229e-01, 1.499876157610759986e+00, 2.901012507366162452e-01
7.608862401684703125e-02, 2.999504630443041719e+00, 1.493292696478198123e-01, 1.499876157610759986e+00, 4.575110132432909094e-01
6.149213783515578013e-02, 2.999504630443041719e+00, 9.487356789502683629e-02, 1.499876157610759986e+00, 6.356833609081605774e-01
