# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
5

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,PropGeom,0,KUFXXSEKEB,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,17,33
# x,y,z,u,w
-1.500885075072731223e-01, 1.574500503487180181e+00, -1.722420912771763235e-01, 1.143625125871795323e+00, 2.525701494376627387e+00
-1.203405499914940169e-01, 1.574500503487180181e+00, -1.146160229343203274e-01, 1.143625125871795323e+00, 2.668000000000000149e+00
-8.497163721554887306e-02, 1.574500503487180181e+00, -5.117365223901378102e-02, 1.143625125871795323e+00, 2.827376045627056467e+00
-4.481568886625143106e-02, 1.574500503487180181e+00, 1.661127573139255242e-02, 1.143625125871795323e+00, 3.000246694039366613e+00
-1.259399913142866898e-03, 1.574500503487180181e+00, 8.672442365314259050e-02, 1.143625125871795323e+00, 3.181354104697857288e+00
4.392655343008712576e-02, 1.574500503487180181e+00, 1.568070961343453751e-01, 1.143625125871795323e+00, 3.364316639091839534e+00
8.885506697974999979e-02, 1.574500503487180181e+00, 2.244494501526035912e-01, 1.143625125871795323e+00, 3.542488986756708869e+00
1.318004482039739911e-01, 1.574500503487180403e+00, 2.875144414436551221e-01, 1.143625125871795323e+00, 3.709898749263383699e+00
1.714052672474573047e-01, 1.574500503487180403e+00, 3.444037536009101341e-01, 1.143625125871795323e+00, 3.861990811880665397e+00
2.067825123291719969e-01, 1.574500503487180181e+00, 3.941907356701702669e-01, 1.143625125871795323e+00, 4.000000000000000000e+00
1.816117531907948390e-01, 1.910664685227491111e+00, 3.709612113254475707e-01, 1.227666171306873055e+00, 0.000000000000000000e+00
1.637527723476580599e-01, 1.910664685227491111e+00, 3.171775075644428510e-01, 1.227666171306873055e+00, 1.380091881193345749e-01
1.428968598789930045e-01, 1.910664685227491777e+00, 2.563343962907661533e-01, 1.227666171306873055e+00, 2.901012507366162452e-01
1.192510564441396637e-01, 1.910664685227491111e+00, 1.896039774438742220e-01, 1.227666171306873055e+00, 4.575110132432909094e-01
9.326709063433694102e-02, 1.910664685227491111e+00, 1.188788095382806997e-01, 1.227666171306873055e+00, 6.356833609081605774e-01
6.559791288968719325e-02, 1.910664685227491333e+00, 4.662254215983013816e-02, 1.227666171306873055e+00, 8.186458953021423790e-01
3.701211620626582155e-02, 1.910664685227491111e+00, -2.443074979388615980e-02, 1.227666171306873055e+00, 9.997533059606336092e-01
8.303869551650093841e-03, 1.910664685227490889e+00, -9.166218220541043349e-02, 1.227666171306873055e+00, 1.172623954372943311e+00
-1.977978668359028566e-02, 1.910664685227491333e+00, -1.529291216919756446e-01, 1.227666171306873055e+00, 1.331999999999999851e+00
-4.659323103288736528e-02, 1.910664685227491111e+00, -2.067991432992224987e-01, 1.227666171306873055e+00, 1.474298505623372391e+00
-7.164343558557106917e-02, 1.910664685227491111e+00, -2.526030820940450283e-01, 1.227666171306873055e+00, 1.597757860725375290e+00
-9.461911920350578320e-02, 1.910664685227491333e+00, -2.903368928485523526e-01, 1.227666171306873055e+00, 1.702235279189071804e+00
-1.154206005947732427e-01, 1.910664685227490889e+00, -3.204531287588909261e-01, 1.227666171306873055e+00, 1.788800324048519741e+00
-1.341624924256554774e-01, 1.910664685227491111e+00, -3.436147036697128065e-01, 1.227666171306873055e+00, 1.859276813366963266e+00
-1.511948472142036759e-01, 1.910664685227491333e+00, -3.603807844469620325e-01, 1.227666171306873055e+00, 1.915839938078299554e+00
-1.671378911196274297e-01, 1.910664685227491111e+00, -3.705384146624333130e-01, 1.227666171306873055e+00, 1.960717515824380142e+00
-1.816117531907948390e-01, 1.910664685227491111e+00, -3.709612113254475707e-01, 1.227666171306873055e+00, 2.000000000000000000e+00
-1.901549259837022610e-01, 1.910664685227491111e+00, -3.592699479675392493e-01, 1.227666171306873055e+00, 2.039282484175619636e+00
-1.919102716362876826e-01, 1.910664685227491111e+00, -3.404477041532519843e-01, 1.227666171306873055e+00, 2.084160061921700446e+00
-1.891141323329224022e-01, 1.910664685227491111e+00, -3.167119888855713383e-01, 1.227666171306873055e+00, 2.140723186633036512e+00
-1.823151056165280282e-01, 1.910664685227490889e+00, -2.877035367128017440e-01, 1.227666171306873055e+00, 2.211199675951480259e+00
-1.712862365659913455e-01, 1.910664685227491111e+00, -2.528029157878880495e-01, 1.227666171306873055e+00, 2.297764720810928196e+00
-1.555742273120858388e-01, 1.910664685227491111e+00, -2.115130226301962513e-01, 1.227666171306873055e+00, 2.402242139274624932e+00
-1.347604992388061751e-01, 1.910664685227490889e+00, -1.636350289280505410e-01, 1.227666171306873055e+00, 2.525701494376627387e+00
-1.086573323931195878e-01, 1.910664685227491111e+00, -1.094172762407214783e-01, 1.227666171306873055e+00, 2.668000000000000149e+00
-7.749087225154417669e-02, 1.910664685227490889e+00, -4.965958733098220501e-02, 1.227666171306873055e+00, 2.827376045627056467e+00
-4.199652457103763420e-02, 1.910664685227491111e+00, 1.424956860791998930e-02, 1.227666171306873055e+00, 3.000246694039366613e+00
-3.408439853974487999e-03, 1.910664685227491111e+00, 8.040603304908180982e-02, 1.227666171306873055e+00, 3.181354104697857288e+00
3.669197711066614354e-02, 1.910664685227491111e+00, 1.465763294953959517e-01, 1.227666171306873055e+00, 3.364316639091839534e+00
7.661665363731605394e-02, 1.910664685227491111e+00, 2.104765333974318586e-01, 1.227666171306873055e+00, 3.542488986756708869e+00
1.148201823273549554e-01, 1.910664685227491111e+00, 2.700799159792177107e-01, 1.227666171306873055e+00, 3.709898749263383699e+00
1.500848097077188970e-01, 1.910664685227491777e+00, 3.238689420912904682e-01, 1.227666171306873055e+00, 3.861990811880665397e+00
1.816117531907948390e-01, 1.910664685227491111e+00, 3.709612113254475707e-01, 1.227666171306873055e+00, 4.000000000000000000e+00
1.564251894989123759e-01, 2.268440483751327008e+00, 3.450636371000798119e-01, 1.317110120937831752e+00, 0.000000000000000000e+00
1.415136219904908621e-01, 2.268440483751327008e+00, 2.952651101169950776e-01, 1.317110120937831752e+00, 1.380091881193345749e-01
1.240462563411854208e-01, 2.268440483751327008e+00, 2.389124956940520961e-01, 1.317110120937831752e+00, 2.901012507366162452e-01
1.041810430059687403e-01, 2.268440483751327008e+00, 1.770860910175647840e-01, 1.317110120937831752e+00, 4.575110132432909094e-01
8.228068461728557659e-02, 2.268440483751327008e+00, 1.115334169472078918e-01, 1.317110120937831752e+00, 6.356833609081605774e-01
5.887684571318591020e-02, 2.268440483751327008e+00, 4.453108487357031881e-02, 1.317110120937831752e+00, 8.186458953021423790e-01
3.459986511917501756e-02, 2.268440483751327008e+00, -2.139320302375358543e-02, 1.317110120937831752e+00, 9.997533059606336092e-01
1.010666458068344709e-02, 2.268440483751327008e+00, -8.381666417363807520e-02, 1.317110120937831752e+00, 1.172623954372943311e+00
-1.397609172515807199e-02, 2.268440483751327008e+00, -1.407544589465938856e-01, 1.317110120937831752e+00, 1.331999999999999851e+00
-3.709541120064187292e-02, 2.268440483751327008e+00, -1.908756766045987818e-01, 1.317110120937831752e+00, 1.474298505623372391e+00
-5.881745050544115450e-02, 2.268440483751327008e+00, -2.335533687125355140e-01, 1.317110120937831752e+00, 1.597757860725375290e+00
-7.885691460602956004e-02, 2.268440483751327008e+00, -2.687753599240179647e-01, 1.317110120937831752e+00, 1.702235279189071804e+00
-9.711009970448293560e-02, 2.268440483751327008e+00, -2.969538725512422261e-01, 1.317110120937831752e+00, 1.788800324048519741e+00
-1.136640607003404357e-01, 2.268440483751327008e+00, -3.186998312415509349e-01, 1.317110120937831752e+00, 1.859276813366963266e+00
-1.288245425402656241e-01, 2.268440483751327008e+00, -3.345354415272643323e-01, 1.317110120937831752e+00, 1.915839938078299554e+00
-1.431660055202395587e-01, 2.268440483751327008e+00, -3.442823187939408891e-01, 1.317110120937831752e+00, 1.960717515824380142e+00
-1.564251894989123759e-01, 2.268440483751327008e+00, -3.450636371000798119e-01, 1.317110120937831752e+00, 2.000000000000000000e+00
-1.645761732762668905e-01, 2.268440483751327008e+00, -3.345766031277348507e-01, 1.317110120937831752e+00, 2.039282484175619636e+00
-1.666975384444979724e-01, 2.268440483751327452e+00, -3.173667516850112169e-01, 1.317110120937831752e+00, 2.084160061921700446e+00
-1.647794122576224096e-01, 2.268440483751327008e+00, -2.955280806020232354e-01, 1.317110120937831752e+00, 2.140723186633036512e+00
-1.593345601065313810e-01, 2.268440483751327008e+00, -2.687461103782750604e-01, 1.317110120937831752e+00, 2.211199675951480259e+00
-1.501717409420605664e-01, 2.268440483751327008e+00, -2.364467282621995903e-01, 1.317110120937831752e+00, 2.297764720810928196e+00
-1.368888589806316614e-01, 2.268440483751327008e+00, -1.981618247996172755e-01, 1.317110120937831752e+00, 2.402242139274624932e+00
-1.191075389150457187e-01, 2.268440483751327008e+00, -1.536977150936498782e-01, 1.317110120937831752e+00, 2.525701494376627387e+00
-9.664891099238094585e-02, 2.268440483751327008e+00, -1.032769909381808099e-01, 1.317110120937831752e+00, 2.668000000000000149e+00
-6.969856773698884789e-02, 2.268440483751327008e+00, -4.763913850559395313e-02, 1.317110120937831752e+00, 2.827376045627056467e+00
-3.889301800879152449e-02, 2.268440483751327896e+00, 1.192279128595537079e-02, 1.317110120937831752e+00, 3.000246694039366613e+00
-5.312029926021697920e-03, 2.268440483751327008e+00, 7.362936112188217530e-02, 1.317110120937831752e+00, 3.181354104697857288e+00
2.965519751561418449e-02, 2.268440483751327008e+00, 1.353897463522220901e-01, 1.317110120937831752e+00, 3.364316639091839534e+00
6.452303659190775087e-02, 2.268440483751327008e+00, 1.950639666946515915e-01, 1.317110120937831752e+00, 3.542488986756708869e+00
9.792967008399107443e-02, 2.268440483751327008e+00, 2.507517378369781280e-01, 1.317110120937831752e+00, 3.709898749263383699e+00
1.287998482688835211e-01, 2.268440483751327008e+00, 3.010285527108362835e-01, 1.317110120937831752e+00, 3.861990811880665397e+00
1.564251894989123759e-01, 2.268440483751327008e+00, 3.450636371000798119e-01, 1.317110120937831752e+00, 4.000000000000000000e+00
1.323474059947193360e-01, 2.635835131128802189e+00, 3.172811303166612751e-01, 1.408958782782200103e+00, 0.000000000000000000e+00
1.201977708814273293e-01, 2.635835131128802189e+00, 2.717036398648891571e-01, 1.408958782782200103e+00, 1.380091881193345749e-01
1.059110309886411583e-01, 2.635835131128802189e+00, 2.201112240084172611e-01, 1.408958782782200103e+00, 2.901012507366162452e-01
8.960062033749034704e-02, 2.635835131128802189e+00, 1.634880418445773809e-01, 1.408958782782200103e+00, 4.575110132432909094e-01
7.154725804888614760e-02, 2.635835131128802633e+00, 1.034290576743549517e-01, 1.408958782782200103e+00, 6.356833609081605774e-01
5.217030087235516311e-02, 2.635835131128802189e+00, 4.201377016028728928e-02, 1.408958782782200103e+00, 8.186458953021423790e-01
3.197166874392005920e-02, 2.635835131128802189e+00, -1.844786586147857677e-02, 1.408958782782200103e+00, 9.997533059606336092e-01
1.148028794625921209e-02, 2.635835131128802189e+00, -7.574032080297210534e-02, 1.408958782782200103e+00, 1.172623954372943311e+00
-8.790268196314298538e-03, 2.635835131128802189e+00, -1.280461021207412453e-01, 1.408958782782200103e+00, 1.331999999999999851e+00
-2.837519210910875722e-02, 2.635835131128802189e+00, -1.741428458938414081e-01, 1.408958782782200103e+00, 1.474298505623372391e+00
-4.689830770843050889e-02, 2.635835131128802189e+00, -2.134499511516677606e-01, 1.408958782782200103e+00, 1.597757860725375290e+00
-6.410119664625582581e-02, 2.635835131128802189e+00, -2.459484993864709812e-01, 1.408958782782200103e+00, 1.702235279189071804e+00
-7.987842278246769234e-02, 2.635835131128802189e+00, -2.720095016461852033e-01, 1.408958782782200103e+00, 1.788800324048519741e+00
-9.429207732565110522e-02, 2.635835131128802189e+00, -2.921894523884618344e-01, 1.408958782782200103e+00, 1.859276813366963266e+00
-1.076050462880296932e-01, 2.635835131128802633e+00, -3.069704174914729133e-01, 1.408958782782200103e+00, 1.915839938078299554e+00
-1.203432732361711943e-01, 2.635835131128802189e+00, -3.162064656699682397e-01, 1.408958782782200103e+00, 1.960717515824380142e+00
-1.323474059947193360e-01, 2.635835131128802189e+00, -3.172811303166612751e-01, 1.408958782782200103e+00, 2.000000000000000000e+00
-1.400296194504247749e-01, 2.635835131128802189e+00, -3.079947045344411105e-01, 1.408958782782200103e+00, 2.039282484175619636e+00
-1.424287299713033195e-01, 2.635835131128802633e+00, -2.924444222075363031e-01, 1.408958782782200103e+00, 2.084160061921700446e+00
-1.412919196009013723e-01, 2.635835131128802189e+00, -2.725844188301084769e-01, 1.408958782782200103e+00, 2.140723186633036512e+00
-1.370929334032442160e-01, 2.635835131128802189e+00, -2.481436257954539315e-01, 1.408958782782200103e+00, 2.211199675951480259e+00
-1.296741700791817498e-01, 2.635835131128802189e+00, -2.185960598368921481e-01, 1.408958782782200103e+00, 2.297764720810928196e+00
-1.186838627863129880e-01, 2.635835131128802633e+00, -1.835060588282674265e-01, 1.408958782782200103e+00, 2.402242139274624932e+00
-1.037841827508944603e-01, 2.635835131128802189e+00, -1.426875107147216604e-01, 1.408958782782200103e+00, 2.525701494376627387e+00
-8.480675536955366300e-02, 2.635835131128802633e+00, -9.633736205111173567e-02, 1.408958782782200103e+00, 2.668000000000000149e+00
-6.189949361441272890e-02, 2.635835131128802189e+00, -4.513142914804902511e-02, 1.408958782782200103e+00, 2.827376045627056467e+00
-3.560399708118845707e-02, 2.635835131128802189e+00, 9.739956311851594162e-03, 1.408958782782200103e+00, 3.000246694039366613e+00
-6.850461754848668344e-03, 2.635835131128802189e+00, 6.663308750117249990e-02, 1.408958782782200103e+00, 3.181354104697857288e+00
2.315886751488017981e-02, 2.635835131128802189e+00, 1.236132960532456693e-01, 1.408958782782200103e+00, 3.364316639091839534e+00
5.313564475529283793e-02, 2.635835131128802189e+00, 1.786986688464039519e-01, 1.408958782782200103e+00, 3.542488986756708869e+00
8.189719957675026252e-02, 2.635835131128802189e+00, 2.301281080638493681e-01, 1.408958782782200103e+00, 3.709898749263383699e+00
1.085076358939151830e-01, 2.635835131128802633e+00, 2.765799432233045918e-01, 1.408958782782200103e+00, 3.861990811880665397e+00
1.323474059947193360e-01, 2.635835131128802189e+00, 3.172811303166612751e-01, 1.408958782782200103e+00, 4.000000000000000000e+00
1.103382641474780212e-01, 2.999504630443041719e+00, 2.886792442491161736e-01, 1.499876157610759986e+00, 0.000000000000000000e+00
1.006542022970750572e-01, 2.999504630443041719e+00, 2.473960885118569042e-01, 1.499876157610759986e+00, 1.380091881193345749e-01
8.921255575265985005e-02, 2.999504630443041719e+00, 2.006502963369648229e-01, 1.499876157610759986e+00, 2.901012507366162452e-01
7.608862401684703125e-02, 2.999504630443041719e+00, 1.493292696478198123e-01, 1.499876157610759986e+00, 4.575110132432909094e-01
6.149149678253024165e-02, 2.999504630443041719e+00, 9.487378592311157544e-02, 1.499876157610759986e+00, 6.356833609081605774e-01
